Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
5.1500        -4460.728    -4597.708      136.980  1962.5
5.2000        -4465.420    -4607.577      142.157  2036.6
5.2500        -4467.945    -4609.425      141.479  2026.9
5.3000        -4468.546    -4605.982      137.436  1969.0
5.3500        -4468.429    -4600.081      131.652  1886.1
5.4000        -4466.738    -4611.602      144.864  2075.4
5.4500        -4466.663    -4612.879      146.216  2094.8
5.5000        -4468.100    -4599.231      131.131  1878.7
5.5500        -4469.175    -4604.627      135.452  1940.6
5.6000        -4470.020    -4604.995      134.975  1933.7
5.6500        -4469.309    -4609.432      140.123  2007.5
5.7000        -4464.097    -4602.489      138.392  1982.7
5.7500        -4455.079    -4598.488      143.408  2054.6
5.8000        -4451.507    -4591.060      139.553  1999.3
5.8500        -4451.131    -4604.804      153.673  2201.6
5.9000        -4454.597    -4590.942      136.344  1953.3
5.9500        -4458.532    -4599.728      141.196  2022.8
6.0000        -4462.553    -4599.349      136.796  1959.8
6.0500        -4465.320    -4599.167      133.847  1917.6
6.1000        -4466.246    -4606.301      140.055  2006.5
6.1500        -4466.353    -4598.890      132.537  1898.8
6.2000        -4465.737    -4604.727      138.990  1991.3
6.2500        -4464.869    -4607.684      142.815  2046.0
6.3000        -4464.535    -4593.565      129.030  1848.6
6.3500        -4460.592    -4602.318      141.727  2030.5
6.4000        -4456.724    -4594.953      138.229  1980.4
6.4500        -4454.573    -4595.488      140.915  2018.8
6.5000        -4453.499    -4593.923      140.424  2011.8
6.5500        -4454.465    -4592.775      138.310  1981.5
6.6000        -4457.949    -4604.058      146.109  2093.2
6.6500        -4464.298    -4601.225      136.928  1961.7
6.7000        -4468.433    -4605.763      137.330  1967.5
6.7500        -4470.045    -4607.858      137.813  1974.4
6.8000        -4469.844    -4604.258      134.414  1925.7
6.8500        -4468.362    -4608.053      139.691  2001.3
6.9000        -4465.498    -4607.158      141.660  2029.5
6.9500        -4461.210    -4599.615      138.405  1982.9
7.0000        -4453.762    -4607.284      153.522  2199.4
7.0500        -4449.864    -4592.592      142.727  2044.8
7.1000        -4449.419    -4596.982      147.563  2114.1
7.1500        -4451.654    -4594.216      142.563  2042.4
7.2000        -4456.169    -4600.413      144.244  2066.5
7.2500        -4462.087    -4601.410      139.323  1996.0
7.3000        -4464.557    -4597.879      133.322  1910.0
7.3500        -4463.622    -4603.409      139.787  2002.7
7.4000        -4461.860    -4597.976      136.115  1950.1
7.4500        -4459.189    -4596.650      137.461  1969.4
7.5000        -4455.733    -4592.407      136.674  1958.1
7.5500        -4451.910    -4598.504      146.593  2100.2
7.6000        -4450.284    -4593.600      143.316  2053.2
7.6500        -4451.266    -4594.087      142.821  2046.1
7.7000        -4455.081    -4594.198      139.117  1993.1
7.7500        -4459.884    -4601.201      141.317  2024.6
7.8000        -4464.986    -4603.569      138.583  1985.4
7.8500        -4468.302    -4604.451      136.149  1950.5
7.9000        -4469.544    -4603.757      134.214  1922.8
7.9500        -4468.758    -4608.676      139.918  2004.5
8.0000        -4467.297    -4605.864      138.567  1985.2
8.0500        -4465.613    -4606.482      140.869  2018.2
8.1000        -4463.975    -4603.676      139.701  2001.4
8.1500        -4462.453    -4607.873      145.421  2083.4
8.2000        -4462.440    -4601.796      139.356  1996.5
8.2500        -4462.850    -4600.760      137.910  1975.8
8.3000        -4462.801    -4601.817      139.015  1991.6
8.3500        -4463.084    -4603.998      140.914  2018.8
8.4000        -4463.111    -4605.724      142.613  2043.2
8.4500        -4462.101    -4612.764      150.663  2158.5
8.5000        -4462.003    -4597.383      135.380  1939.5
8.5500        -4461.408    -4602.675      141.268  2023.9
8.6000        -4461.156    -4598.515      137.360  1967.9
8.6500        -4461.211    -4602.171      140.960  2019.5
8.7000        -4462.397    -4597.607      135.209  1937.1
8.7500        -4464.565    -4603.166      138.601  1985.7
8.8000        -4466.617    -4614.105      147.488  2113.0
8.8500        -4469.335    -4609.526      140.191  2008.5
8.9000        -4473.210    -4604.956      131.746  1887.5
8.9500        -4475.921    -4614.491      138.570  1985.2
9.0000        -4476.447    -4611.860      135.413  1940.0
9.0500        -4472.862    -4610.448      137.586  1971.1
9.1000        -4465.840    -4606.651      140.811  2017.3
9.1500        -4460.171    -4606.737      146.566  2099.8
9.2000        -4457.842    -4605.268      147.426  2112.1
9.2500        -4457.453    -4593.985      136.532  1956.0
9.3000        -4457.146    -4600.217      143.071  2049.7
9.3500        -4457.966    -4599.633      141.667  2029.6
9.4000        -4460.511    -4598.620      138.110  1978.6
9.4500        -4465.555    -4603.375      137.821  1974.5
9.5000        -4473.058    -4609.083      136.026  1948.8
9.5500        -4476.845    -4607.590      130.745  1873.1
9.6000        -4476.155    -4607.215      131.059  1877.6
9.6500        -4473.776    -4607.239      133.463  1912.1
9.7000        -4470.333    -4607.842      137.509  1970.0
9.7500        -4467.181    -4607.827      140.646  2015.0
9.8000        -4464.062    -4606.302      142.240  2037.8
9.8500        -4461.601    -4604.217      142.616  2043.2
9.9000        -4459.928    -4599.836      139.908  2004.4
9.9500        -4459.164    -4599.267      140.104  2007.2
10.0000       -4459.254    -4598.989      139.735  2001.9
10.0500       -4458.554    -4601.547      142.993  2048.6
10.1000       -4458.161    -4593.856      135.696  1944.1
10.1500       -4457.418    -4599.038      141.621  2028.9
10.2000       -4455.921    -4596.520      140.599  2014.3
10.2500       -4454.884    -4593.950      139.066  1992.3
10.3000       -4456.253    -4596.733      140.479  2012.6
10.3500       -4460.297    -4602.499      142.203  2037.3
10.4000       -4464.769    -4603.351      138.583  1985.4
10.4500       -4467.754    -4604.779      137.025  1963.1
10.5000       -4468.938    -4607.018      138.080  1978.2
10.5500       -4467.878    -4603.644      135.766  1945.1
10.6000       -4463.947    -4604.505      140.558  2013.7
10.6500       -4455.706    -4601.988      146.282  2095.7
10.7000       -4452.276    -4599.609      147.333  2110.8
10.7500       -4452.785    -4599.713      146.928  2105.0
10.8000       -4455.311    -4592.624      137.313  1967.2
10.8500       -4458.532    -4605.483      146.950  2105.3
10.9000       -4462.598    -4601.835      139.236  1994.8
